BOROUGH,NEIGHBORHOOD,ZIP CODE,YEAR BUILT,SALE PRICE,SALE DATE
MANHATTAN,CHINATOWN,10013,1920,1190000,2019-07-11
MANHATTAN,CHINATOWN,10013,1920,1340000,2019-12-04
MANHATTAN,CHINATOWN,10013,1920,2287500,2019-12-09
MANHATTAN,CHINATOWN,10013,1920,2070000,2019-05-29
MANHATTAN,CHINATOWN,10013,1920,2900000,2019-06-17
MANHATTAN,CHINATOWN,10013,1990,600000,2019-08-01
MANHATTAN,CHINATOWN,10013,1990,350000,2019-05-30
MANHATTAN,CHINATOWN,10013,1990,250000,2019-05-31
MANHATTAN,CHINATOWN,10013,1990,533333,2019-07-02
MANHATTAN,CHINATOWN,10013,2007,988000,2019-03-27
MANHATTAN,CHINATOWN,10013,2007,875000,2019-06-17
MANHATTAN,CHINATOWN,10013,2007,999000,2019-09-09
MANHATTAN,CHINATOWN,10013,2007,1120000,2019-08-21
MANHATTAN,CHINATOWN,10013,2007,1590000,2019-06-21
MANHATTAN,CHINATOWN,10013,2007,1562500,2019-07-15
MANHATTAN,CHINATOWN,10013,2003,1387500,2019-11-12
MANHATTAN,CHINATOWN,10013,2003,1248000,2019-02-28
MANHATTAN,CHINATOWN,10013,1900,2750000,2019-08-15
MANHATTAN,CHINATOWN,10013,1900,2350000,2019-12-02
MANHATTAN,CHINATOWN,10013,1915,4800000,2019-06-27
MANHATTAN,CHINATOWN,10013,1920,2275000,2019-04-29
MANHATTAN,CHINATOWN,10002,2012,661863,2019-03-19
MANHATTAN,CHINATOWN,10002,2012,809509,2019-05-22
MANHATTAN,CHINATOWN,10002,2007,680000,2019-05-07
MANHATTAN,CHINATOWN,10013,1915,4300000,2019-12-30
MANHATTAN,CHINATOWN,10013,1915,5224735,2019-03-15
MANHATTAN,CHINATOWN,10013,1915,4800000,2019-04-17
MANHATTAN,CHINATOWN,10013,2014,1850000,2019-06-13
MANHATTAN,CHINATOWN,10013,2014,2140000,2019-02-05
MANHATTAN,CHINATOWN,10013,2014,2200000,2019-04-15
MANHATTAN,CIVIC CENTER,10007,1910,3200000,2019-05-02
MANHATTAN,CIVIC CENTER,10007,1910,3340000,2019-04-16
MANHATTAN,CIVIC CENTER,10007,1910,2050000,2019-04-30
MANHATTAN,CIVIC CENTER,10007,1910,2210000,2019-04-25
MANHATTAN,CIVIC CENTER,10007,1910,2325000,2019-04-16
MANHATTAN,CIVIC CENTER,10007,1910,3650000,2019-04-08
MANHATTAN,CIVIC CENTER,10007,1910,3900000,2019-05-13
MANHATTAN,CIVIC CENTER,10007,1910,3925000,2019-04-30
MANHATTAN,CIVIC CENTER,10007,1910,4150000,2019-04-22
MANHATTAN,CIVIC CENTER,10007,1910,7300000,2019-06-20
MANHATTAN,CIVIC CENTER,10007,1910,7100000,2019-10-07
MANHATTAN,CIVIC CENTER,10007,1910,1650000,2019-05-08
MANHATTAN,CIVIC CENTER,10007,1910,1750000,2019-04-30
MANHATTAN,CIVIC CENTER,10013,2018,2457000,2019-08-09
MANHATTAN,CIVIC CENTER,10007,1913,8000000,2019-02-21
MANHATTAN,CIVIC CENTER,10007,1913,6750000,2019-12-30
MANHATTAN,CIVIC CENTER,10007,1913,16200000,2019-06-27
MANHATTAN,CIVIC CENTER,10007,1913,18000000,2019-06-18
MANHATTAN,CIVIC CENTER,10007,1913,9300000,2019-05-31
MANHATTAN,CIVIC CENTER,10007,1913,2500000,2019-06-28
MANHATTAN,CIVIC CENTER,10007,2008,2100000,2019-11-21
MANHATTAN,CIVIC CENTER,10007,2008,5945000,2019-05-30
MANHATTAN,CIVIC CENTER,10007,2008,2600000,2019-06-06
MANHATTAN,CIVIC CENTER,10007,2008,6150000,2019-06-26
MANHATTAN,CIVIC CENTER,10007,2008,4750000,2019-03-22
MANHATTAN,CIVIC CENTER,10007,2008,5050000,2019-10-08
MANHATTAN,CIVIC CENTER,10007,2008,11100000,2019-02-05
MANHATTAN,CIVIC CENTER,10007,2008,11345000,2019-06-27
MANHATTAN,CIVIC CENTER,10007,2008,7450000,2019-05-10
MANHATTAN,CIVIC CENTER,10007,2008,13750000,2019-05-15
MANHATTAN,CIVIC CENTER,10007,1931,4050000,2019-11-01
MANHATTAN,CIVIC CENTER,10007,1931,3475000,2019-06-28
MANHATTAN,CIVIC CENTER,10007,1930,2950000,2019-02-01
MANHATTAN,CIVIC CENTER,10007,1910,2075000,2019-11-07
MANHATTAN,CIVIC CENTER,10007,1900,3900000,2019-04-23
MANHATTAN,CIVIC CENTER,10007,1900,5300000,2019-03-14
MANHATTAN,CIVIC CENTER,10007,1900,4850000,2019-09-24
MANHATTAN,CIVIC CENTER,10013,1915,2995000,2019-10-23
MANHATTAN,CIVIC CENTER,10007,2009,1100000,2019-04-11
MANHATTAN,CIVIC CENTER,10007,2009,1156500,2019-04-12
MANHATTAN,CIVIC CENTER,10007,2009,2525000,2019-05-16
MANHATTAN,CIVIC CENTER,10007,2010,1490000,2019-05-07
MANHATTAN,CIVIC CENTER,10007,2010,2400000,2019-11-20
MANHATTAN,CIVIC CENTER,10007,2013,1525000,2019-09-09
MANHATTAN,CIVIC CENTER,10007,2013,849089,2019-06-28
MANHATTAN,CIVIC CENTER,10007,1910,3400000,2019-03-01
MANHATTAN,CIVIC CENTER,10007,1910,3487506,2019-03-22
MANHATTAN,CIVIC CENTER,10007,1910,2775094,2019-05-29
MANHATTAN,CIVIC CENTER,10007,1910,2900000,2019-11-12
MANHATTAN,CIVIC CENTER,10007,1910,2926463,2019-07-31
MANHATTAN,CIVIC CENTER,10007,1910,3052603,2019-03-06
MANHATTAN,CIVIC CENTER,10007,1910,2000000,2019-08-28
MANHATTAN,CIVIC CENTER,10007,1910,2205000,2019-03-25
MANHATTAN,CIVIC CENTER,10007,1910,2000000,2019-12-16
MANHATTAN,CIVIC CENTER,10007,1910,3800000,2019-02-26
MANHATTAN,CIVIC CENTER,10007,1910,3800000,2019-03-22
MANHATTAN,CIVIC CENTER,10007,1910,4030000,2019-05-30
MANHATTAN,CIVIC CENTER,10007,1910,1580000,2019-08-05
MANHATTAN,CIVIC CENTER,10007,1910,1650000,2019-07-16
MANHATTAN,CIVIC CENTER,10007,1910,1731025,2019-02-26
MANHATTAN,CIVIC CENTER,10007,1910,1900000,2019-08-30
MANHATTAN,CIVIC CENTER,10007,1910,2341975,2019-09-23
MANHATTAN,CIVIC CENTER,10007,1910,8750000,2019-10-28
MANHATTAN,CIVIC CENTER,10013,1900,2550000,2019-12-17
MANHATTAN,CIVIC CENTER,10013,1900,1213529,2019-12-02
MANHATTAN,CIVIC CENTER,10013,1900,2851459,2019-10-29
MANHATTAN,CIVIC CENTER,10013,1900,1603741,2019-08-28
MANHATTAN,CIVIC CENTER,10013,1900,1435932,2019-12-17
MANHATTAN,CIVIC CENTER,10013,1900,2660850,2019-10-29
MANHATTAN,CIVIC CENTER,10013,1900,3688436,2019-08-27
MANHATTAN,CIVIC CENTER,10013,1900,1568584,2019-12-12
MANHATTAN,CIVIC CENTER,10013,1900,2371264,2019-09-19
MANHATTAN,CIVIC CENTER,10013,1900,3066716,2019-11-25
MANHATTAN,CIVIC CENTER,10013,1900,2037302,2019-10-30
MANHATTAN,CIVIC CENTER,10013,1900,2760895,2019-10-30
MANHATTAN,CIVIC CENTER,10013,1900,3744526,2019-08-28
MANHATTAN,CIVIC CENTER,10013,1900,1646870,2019-09-20
MANHATTAN,CIVIC CENTER,10013,1900,2471991,2019-08-26
MANHATTAN,CIVIC CENTER,10013,1900,3241708,2019-11-22
MANHATTAN,CIVIC CENTER,10013,1900,2128269,2019-11-07
MANHATTAN,CIVIC CENTER,10013,1900,2685917,2019-11-08
MANHATTAN,CIVIC CENTER,10013,1900,3850802,2019-09-12
MANHATTAN,CIVIC CENTER,10013,1900,2458159,2019-09-26
MANHATTAN,CIVIC CENTER,10013,1900,1988410,2019-09-27
MANHATTAN,CIVIC CENTER,10013,1900,1781960,2019-09-27
MANHATTAN,CIVIC CENTER,10013,1900,3785717,2019-09-18
MANHATTAN,CIVIC CENTER,10013,1900,1777091,2019-11-08
MANHATTAN,CIVIC CENTER,10013,1900,2610932,2019-10-02
MANHATTAN,CIVIC CENTER,10013,1900,2609630,2019-11-15
MANHATTAN,CIVIC CENTER,10013,1900,2896627,2019-09-09
MANHATTAN,CIVIC CENTER,10013,1900,2524867,2019-09-12
MANHATTAN,CIVIC CENTER,10013,1900,2828387,2019-10-01
MANHATTAN,CIVIC CENTER,10013,1924,930000,2019-04-03
MANHATTAN,CIVIC CENTER,10013,1924,997000,2019-06-24
MANHATTAN,CIVIC CENTER,10013,1924,1480000,2019-12-27
MANHATTAN,CIVIC CENTER,10013,1924,1100000,2019-12-31
MANHATTAN,CIVIC CENTER,10013,1924,1189000,2019-02-06
MANHATTAN,CIVIC CENTER,10013,1920,1777000,2019-08-08
MANHATTAN,CIVIC CENTER,10013,1915,5170000,2019-05-21
MANHATTAN,CIVIC CENTER,10013,1915,4475000,2019-04-29
MANHATTAN,CIVIC CENTER,10013,1915,4300000,2019-06-27
MANHATTAN,CIVIC CENTER,10013,1915,5575000,2019-06-24
MANHATTAN,CIVIC CENTER,10013,1915,7079588,2019-04-25
MANHATTAN,CIVIC CENTER,10013,1915,7900000,2019-05-10
MANHATTAN,CIVIC CENTER,10013,2018,1654656,2019-08-26
MANHATTAN,CIVIC CENTER,10013,2018,1556090,2019-09-13
MANHATTAN,CIVIC CENTER,10013,2018,3268200,2019-09-13
MANHATTAN,CIVIC CENTER,10013,2018,2497971,2019-10-22
MANHATTAN,CIVIC CENTER,10013,2018,3375000,2019-08-21
MANHATTAN,CIVIC CENTER,10013,2018,1591728,2019-08-26
MANHATTAN,CIVIC CENTER,10013,2018,1464447,2019-10-31
MANHATTAN,CIVIC CENTER,10013,2018,2574340,2019-10-01
MANHATTAN,CIVIC CENTER,10013,2018,1276071,2019-08-30
MANHATTAN,CIVIC CENTER,10013,2018,869993,2019-08-16
MANHATTAN,CIVIC CENTER,10013,2018,1474630,2019-08-27
MANHATTAN,CIVIC CENTER,10013,2018,2391856,2019-10-11
MANHATTAN,CIVIC CENTER,10013,2018,1607002,2019-10-22
MANHATTAN,CIVIC CENTER,10013,2018,2500000,2019-11-04
MANHATTAN,CIVIC CENTER,10013,2018,838223,2019-09-27
MANHATTAN,CIVIC CENTER,10013,2018,1505177,2019-09-20
MANHATTAN,CIVIC CENTER,10013,2018,1200000,2019-08-23
MANHATTAN,CIVIC CENTER,10013,2018,1515360,2019-09-19
MANHATTAN,CIVIC CENTER,10013,2018,2660891,2019-09-12
MANHATTAN,CIVIC CENTER,10013,2018,790162,2019-09-11
MANHATTAN,CIVIC CENTER,10013,2018,1413535,2019-09-26
MANHATTAN,CIVIC CENTER,10013,2018,1235341,2019-09-16
MANHATTAN,CIVIC CENTER,10013,2018,2628200,2019-10-11
MANHATTAN,CIVIC CENTER,10013,2018,1500086,2019-09-27
MANHATTAN,CIVIC CENTER,10013,2018,819488,2019-10-11
MANHATTAN,CIVIC CENTER,10013,2018,1398261,2019-09-23
MANHATTAN,CIVIC CENTER,10013,2018,1277904,2019-10-28
MANHATTAN,CIVIC CENTER,10013,2018,1479721,2019-10-23
MANHATTAN,CIVIC CENTER,10013,2018,2711803,2019-11-27
MANHATTAN,CIVIC CENTER,10013,2018,1637550,2019-10-11
MANHATTAN,CIVIC CENTER,10013,2018,2701622,2019-10-25
MANHATTAN,CIVIC CENTER,10013,2018,829263,2019-10-11
MANHATTAN,CIVIC CENTER,10013,2018,1480000,2019-09-03
MANHATTAN,CIVIC CENTER,10013,2018,1225158,2019-09-13
MANHATTAN,CIVIC CENTER,10013,2018,2633200,2019-11-14
MANHATTAN,CIVIC CENTER,10013,2018,1489903,2019-10-17
MANHATTAN,CIVIC CENTER,10013,2018,2541756,2019-10-24
MANHATTAN,CIVIC CENTER,10013,2018,2374702,2019-09-24
MANHATTAN,CIVIC CENTER,10013,2018,2754064,2019-11-04
MANHATTAN,CIVIC CENTER,10013,2018,839038,2019-10-23
MANHATTAN,CIVIC CENTER,10013,2018,1270400,2019-10-25
MANHATTAN,CIVIC CENTER,10013,2018,5298158,2019-08-29
MANHATTAN,CIVIC CENTER,10013,2018,1403200,2019-10-24
MANHATTAN,CIVIC CENTER,10013,2018,2588799,2019-12-04
MANHATTAN,CIVIC CENTER,10013,2018,2416511,2019-08-27
MANHATTAN,CIVIC CENTER,10013,2018,2690000,2019-08-06
MANHATTAN,CIVIC CENTER,10013,2018,848813,2019-08-23
MANHATTAN,CIVIC CENTER,10013,2018,1357531,2019-11-21
MANHATTAN,CIVIC CENTER,10013,2018,3703200,2019-09-26
MANHATTAN,CIVIC CENTER,10013,2018,2431785,2019-10-24
MANHATTAN,CIVIC CENTER,10013,2018,2833993,2019-10-08
MANHATTAN,CIVIC CENTER,10013,2018,2457241,2019-12-05
MANHATTAN,CIVIC CENTER,10013,2018,2693200,2019-09-19
MANHATTAN,CIVIC CENTER,10013,2018,955000,2019-10-16
MANHATTAN,CIVIC CENTER,10013,2018,1440000,2019-08-19
MANHATTAN,CIVIC CENTER,10013,2018,3989707,2019-10-04
MANHATTAN,CIVIC CENTER,10013,2018,2328200,2019-10-31
MANHATTAN,CIVIC CENTER,10013,2018,2913148,2019-09-26
MANHATTAN,CIVIC CENTER,10013,2018,1622276,2019-08-28
MANHATTAN,CIVIC CENTER,10013,2018,883986,2019-09-26
MANHATTAN,CIVIC CENTER,10013,2018,1377897,2019-10-25
MANHATTAN,CIVIC CENTER,10013,2018,2421000,2019-09-17
MANHATTAN,CIVIC CENTER,10013,2018,878139,2019-12-23
MANHATTAN,CIVIC CENTER,10013,2018,1404437,2019-11-04
MANHATTAN,CIVIC CENTER,10013,2018,3753200,2019-10-17
MANHATTAN,CIVIC CENTER,10013,2018,2483512,2019-10-30
MANHATTAN,CIVIC CENTER,10013,2018,2920000,2019-11-13
MANHATTAN,CIVIC CENTER,10013,2018,997885,2019-10-08
MANHATTAN,CIVIC CENTER,10013,2018,1500137,2019-10-10
MANHATTAN,CIVIC CENTER,10013,2018,4851831,2019-11-12
MANHATTAN,CIVIC CENTER,10013,2018,4064788,2019-09-26
MANHATTAN,CIVIC CENTER,10013,2018,996052,2019-12-09
MANHATTAN,CIVIC CENTER,10013,2018,1357531,2019-11-07
MANHATTAN,CIVIC CENTER,10013,2018,2321000,2019-08-12
MANHATTAN,CIVIC CENTER,10013,2018,3200000,2019-10-29
MANHATTAN,CIVIC CENTER,10013,2018,919683,2019-10-10
MANHATTAN,CIVIC CENTER,10013,2018,1364455,2019-08-15
MANHATTAN,CIVIC CENTER,10013,2018,2466200,2019-09-09
MANHATTAN,CIVIC CENTER,10013,2018,3030210,2019-10-15
MANHATTAN,CIVIC CENTER,10013,2018,1038615,2019-08-14
MANHATTAN,CIVIC CENTER,10013,2018,1471779,2019-10-21
MANHATTAN,CIVIC CENTER,10013,2018,4503200,2019-12-09
MANHATTAN,CIVIC CENTER,10013,2018,2475000,2019-08-20
MANHATTAN,CIVIC CENTER,10013,2018,3836971,2019-11-13
MANHATTAN,CIVIC CENTER,10013,2018,10003200,2019-11-25
MANHATTAN,CIVIC CENTER,10013,1920,5250000,2019-03-22
MANHATTAN,CIVIC CENTER,10013,2007,5450000,2019-12-27
MANHATTAN,CIVIC CENTER,10013,2007,2708040,2019-06-06
MANHATTAN,CIVIC CENTER,10013,2007,7450000,2019-06-24
MANHATTAN,CIVIC CENTER,10013,2007,4635000,2019-11-14
MANHATTAN,CIVIC CENTER,10013,2007,6330000,2019-11-13
MANHATTAN,CIVIC CENTER,10013,2007,4775000,2019-10-08
MANHATTAN,CIVIC CENTER,10013,2007,10950000,2019-05-07
MANHATTAN,CIVIC CENTER,10013,2007,25000000,2019-06-03
MANHATTAN,CIVIC CENTER,10013,2007,19600000,2019-03-11
MANHATTAN,CIVIC CENTER,10013,1920,2350000,2019-04-01
MANHATTAN,CLINTON,10036,2008,2720000,2019-08-27
MANHATTAN,CLINTON,10036,2008,2518000,2019-03-11
MANHATTAN,CLINTON,10036,2008,1775000,2019-05-10
MANHATTAN,CLINTON,10036,2008,1585000,2019-05-10
MANHATTAN,CLINTON,10036,2008,6670000,2019-06-04
MANHATTAN,CLINTON,10036,2008,1720000,2019-05-10
MANHATTAN,CLINTON,10036,2006,895000,2019-06-17
MANHATTAN,CLINTON,10036,2006,810000,2019-07-01
MANHATTAN,CLINTON,10036,1900,760000,2019-12-18
MANHATTAN,CLINTON,10036,1900,770000,2019-05-22
MANHATTAN,CLINTON,10019,1931,1800000,2019-07-31
MANHATTAN,CLINTON,10019,1931,5900000,2019-10-28
MANHATTAN,CLINTON,10019,1931,7250000,2019-11-15
MANHATTAN,CLINTON,10019,1940,1594100,2019-09-06
MANHATTAN,CLINTON,10019,1940,1121629,2019-03-25
MANHATTAN,CLINTON,10019,1940,1232000,2019-02-27
MANHATTAN,CLINTON,10019,1940,1450000,2019-10-25
MANHATTAN,CLINTON,10019,1940,1229000,2019-02-19
MANHATTAN,CLINTON,10019,1940,1249000,2019-02-21
MANHATTAN,CLINTON,10019,1940,1268000,2019-02-25
MANHATTAN,CLINTON,10019,1940,1040654,2019-03-18
MANHATTAN,CLINTON,10019,1940,1217596,2019-03-20
MANHATTAN,CLINTON,10019,1940,1072643,2019-03-15
MANHATTAN,CLINTON,10019,1940,940000,2019-11-25
MANHATTAN,CLINTON,10019,2007,830000,2019-02-08
MANHATTAN,CLINTON,10019,2007,845000,2019-06-13
MANHATTAN,CLINTON,10019,2007,3552032,2019-06-25
MANHATTAN,CLINTON,10019,2007,2817050,2019-11-20
MANHATTAN,CLINTON,10019,2008,1275000,2019-05-03
MANHATTAN,CLINTON,10019,2008,1475000,2019-07-11
MANHATTAN,CLINTON,10019,2008,770000,2019-05-16
MANHATTAN,CLINTON,10019,2008,1130000,2019-03-04
MANHATTAN,CLINTON,10019,2008,760000,2019-11-04
MANHATTAN,CLINTON,10019,2008,1050000,2019-05-15
MANHATTAN,CLINTON,10019,2008,1070000,2019-08-29
MANHATTAN,CLINTON,10019,2008,2080000,2019-02-14
MANHATTAN,CLINTON,10019,2008,1200000,2019-12-12
MANHATTAN,CLINTON,10019,2008,1550000,2019-06-18
MANHATTAN,CLINTON,10036,1988,1650000,2019-10-04
MANHATTAN,CLINTON,10036,1988,1650000,2019-10-04
MANHATTAN,CLINTON,10036,1988,850000,2019-10-30
MANHATTAN,CLINTON,10036,1988,569000,2019-06-19
MANHATTAN,CLINTON,10036,1988,825000,2019-02-01
MANHATTAN,CLINTON,10036,1988,855000,2019-06-06
MANHATTAN,CLINTON,10036,1988,852000,2019-06-06
MANHATTAN,CLINTON,10036,1988,862000,2019-11-07
MANHATTAN,CLINTON,10036,1988,560000,2019-02-01
MANHATTAN,CLINTON,10036,1988,1225000,2019-03-11
MANHATTAN,CLINTON,10036,1988,1550000,2019-06-07
MANHATTAN,CLINTON,10036,1988,848000,2019-11-05
MANHATTAN,CLINTON,10036,1988,965000,2019-10-15
MANHATTAN,CLINTON,10036,1988,1600000,2019-09-23
MANHATTAN,CLINTON,10036,1988,868000,2019-09-06
MANHATTAN,CLINTON,10036,2017,1177152,2019-11-11
MANHATTAN,CLINTON,10036,2017,1225000,2019-12-02
MANHATTAN,CLINTON,10036,2017,1824704,2019-12-20
MANHATTAN,CLINTON,10036,2017,1236754,2019-11-12
MANHATTAN,CLINTON,10036,2017,896060,2019-12-19
MANHATTAN,CLINTON,10036,2017,1277904,2019-09-20
MANHATTAN,CLINTON,10036,2017,1929584,2019-12-20
MANHATTAN,CLINTON,10036,2017,896151,2019-10-18
MANHATTAN,CLINTON,10036,2017,1198500,2019-10-10
MANHATTAN,CLINTON,10036,2017,748598,2019-11-06
MANHATTAN,CLINTON,10036,2017,1250000,2019-09-12
MANHATTAN,CLINTON,10036,2017,865864,2019-11-12
MANHATTAN,CLINTON,10036,2017,758596,2019-11-06
MANHATTAN,CLINTON,10036,2017,941881,2019-11-06
MANHATTAN,CLINTON,10036,2017,1271498,2019-11-11
MANHATTAN,CLINTON,10036,2017,1915000,2019-10-02
MANHATTAN,CLINTON,10036,2017,855330,2019-09-16
MANHATTAN,CLINTON,10036,2017,771027,2019-11-06
MANHATTAN,CLINTON,10036,2017,1255000,2019-09-26
MANHATTAN,CLINTON,10036,2017,1283430,2019-09-12
MANHATTAN,CLINTON,10036,2017,1990679,2019-09-10
MANHATTAN,CLINTON,10036,2017,1715000,2019-11-07
MANHATTAN,CLINTON,10036,2003,1240000,2019-06-03
MANHATTAN,CLINTON,10036,2003,1120000,2019-02-28
MANHATTAN,CLINTON,10036,2003,1100000,2019-05-31
MANHATTAN,CLINTON,10036,2003,1012500,2019-03-22
MANHATTAN,CLINTON,10036,2003,540000,2019-11-22
MANHATTAN,CLINTON,10036,2006,735000,2019-04-26
MANHATTAN,CLINTON,10036,2006,700000,2019-03-28
MANHATTAN,CLINTON,10036,2008,610000,2019-06-19
MANHATTAN,CLINTON,10036,2008,820000,2019-06-27
MANHATTAN,CLINTON,10036,2008,1850000,2019-11-12
MANHATTAN,CLINTON,10019,2013,812500,2019-07-30
MANHATTAN,CLINTON,10036,2013,818000,2019-06-06
MANHATTAN,CLINTON,10036,2005,1800000,2019-06-17
MANHATTAN,CLINTON,10036,2005,1027000,2019-11-06
MANHATTAN,CLINTON,10036,2005,1050000,2019-05-16
MANHATTAN,CLINTON,10036,2005,765000,2019-02-13
MANHATTAN,CLINTON,10036,2005,1550000,2019-12-31
MANHATTAN,CLINTON,10036,2005,1335000,2019-08-28
MANHATTAN,CLINTON,10036,2005,1470000,2019-11-07
MANHATTAN,CLINTON,10036,2005,875000,2019-07-22
MANHATTAN,CLINTON,10036,2005,1495000,2019-12-20
MANHATTAN,CLINTON,10036,2005,1400000,2019-04-03
MANHATTAN,CLINTON,10036,2005,1510000,2019-06-27
MANHATTAN,CLINTON,10036,2005,1100000,2019-05-15
MANHATTAN,CLINTON,10036,2005,1550000,2019-02-13
MANHATTAN,CLINTON,10036,2005,860000,2019-02-19
MANHATTAN,CLINTON,10036,2005,725000,2019-12-30
MANHATTAN,CLINTON,10036,2005,945000,2019-10-24
MANHATTAN,CLINTON,10036,2005,990000,2019-07-09
MANHATTAN,CLINTON,10019,1899,700000,2019-02-26
MANHATTAN,EAST VILLAGE,10003,1899,15750000,2019-05-14
MANHATTAN,EAST VILLAGE,10003,1901,7650000,2019-10-11
MANHATTAN,EAST VILLAGE,10003,1899,7350000,2019-06-28
MANHATTAN,EAST VILLAGE,10003,1900,1200000,2019-10-28
MANHATTAN,EAST VILLAGE,10009,2015,1479365,2019-12-27
MANHATTAN,EAST VILLAGE,10009,2015,1400000,2019-02-01
MANHATTAN,EAST VILLAGE,10009,2015,3426116,2019-03-01
MANHATTAN,EAST VILLAGE,10009,2015,1560000,2019-09-24
MANHATTAN,EAST VILLAGE,10009,2015,5793511,2019-06-27
MANHATTAN,EAST VILLAGE,10009,1911,688500,2019-05-09
MANHATTAN,EAST VILLAGE,10009,1911,675000,2019-05-03
MANHATTAN,EAST VILLAGE,10009,2007,1800000,2019-11-27
MANHATTAN,EAST VILLAGE,10009,2007,874500,2019-03-29
MANHATTAN,EAST VILLAGE,10009,2007,965000,2019-12-24
MANHATTAN,EAST VILLAGE,10009,2007,1185000,2019-03-12
MANHATTAN,EAST VILLAGE,10003,2007,1200000,2019-02-07
MANHATTAN,EAST VILLAGE,10003,2017,2838000,2019-05-07
MANHATTAN,EAST VILLAGE,10003,2017,1450000,2019-06-11
MANHATTAN,EAST VILLAGE,10003,2017,2966381,2019-05-03
MANHATTAN,EAST VILLAGE,10003,2017,1475000,2019-04-22
MANHATTAN,EAST VILLAGE,10003,2017,3650000,2019-05-20
MANHATTAN,EAST VILLAGE,10003,2017,995000,2019-03-29
MANHATTAN,EAST VILLAGE,10003,2017,2975000,2019-05-17
MANHATTAN,EAST VILLAGE,10003,2017,1501919,2019-05-03
MANHATTAN,EAST VILLAGE,10003,2017,1100000,2019-12-27
MANHATTAN,EAST VILLAGE,10003,2017,2950000,2019-09-16
MANHATTAN,EAST VILLAGE,10003,2017,1552831,2019-05-06
MANHATTAN,EAST VILLAGE,10003,2017,3835000,2019-05-14
MANHATTAN,EAST VILLAGE,10003,2017,1198357,2019-04-15
MANHATTAN,EAST VILLAGE,10003,2017,4327563,2019-09-17
MANHATTAN,EAST VILLAGE,10003,2017,3614788,2019-04-05
MANHATTAN,EAST VILLAGE,10003,2017,1237174,2019-10-01
MANHATTAN,EAST VILLAGE,10003,2017,3517545,2019-05-30
MANHATTAN,EAST VILLAGE,10003,2017,2952925,2019-06-12
MANHATTAN,EAST VILLAGE,10003,2017,5956763,2019-06-26
MANHATTAN,EAST VILLAGE,10003,1900,925000,2019-07-29
MANHATTAN,EAST VILLAGE,10003,1984,970000,2019-03-28
MANHATTAN,EAST VILLAGE,10003,1984,1230000,2019-08-12
MANHATTAN,EAST VILLAGE,10003,1910,129222,2019-11-04
MANHATTAN,EAST VILLAGE,10003,1910,939000,2019-06-19
MANHATTAN,EAST VILLAGE,10003,1910,895000,2019-06-28
MANHATTAN,EAST VILLAGE,10003,1920,1930000,2019-12-20
MANHATTAN,EAST VILLAGE,10003,1920,1325000,2019-04-23
MANHATTAN,EAST VILLAGE,10003,2012,1650000,2019-08-30
MANHATTAN,EAST VILLAGE,10003,2012,2370000,2019-12-11
MANHATTAN,EAST VILLAGE,10003,2012,1780000,2019-08-23
MANHATTAN,EAST VILLAGE,10003,1920,3775000,2019-07-29
MANHATTAN,FASHION,10001,2006,1900000,2019-12-19
MANHATTAN,FASHION,10001,1927,2200000,2019-09-05
MANHATTAN,FASHION,10001,1927,1850000,2019-04-23
MANHATTAN,FASHION,10001,1927,2050000,2019-07-29
MANHATTAN,FASHION,10001,1927,1650000,2019-05-22
MANHATTAN,FASHION,10001,1927,2065641,2019-11-20
MANHATTAN,FASHION,10001,1929,2525000,2019-08-14
MANHATTAN,FASHION,10018,2004,999000,2019-12-13
MANHATTAN,FASHION,10018,2004,815000,2019-04-11
MANHATTAN,FASHION,10018,2004,855000,2019-12-04
MANHATTAN,FASHION,10001,1910,1454061,2019-04-26
MANHATTAN,FASHION,10001,1910,1791792,2019-03-06
MANHATTAN,FASHION,10001,1910,1425548,2019-12-11
MANHATTAN,FASHION,10001,1910,1350000,2019-03-12
MANHATTAN,FASHION,10001,1910,3175000,2019-10-23
MANHATTAN,FASHION,10001,2016,1500000,2019-03-29
MANHATTAN,FASHION,10001,2016,2240000,2019-05-31
MANHATTAN,FASHION,10001,2016,2425000,2019-05-23
MANHATTAN,FASHION,10001,2016,2425000,2019-11-18
MANHATTAN,FASHION,10001,2016,2720000,2019-08-15
MANHATTAN,FASHION,10001,2016,2845000,2019-04-12
MANHATTAN,FASHION,10001,2016,6405206,2019-09-04
MANHATTAN,FASHION,10001,2016,5900000,2019-10-10
MANHATTAN,FASHION,10018,2010,1875000,2019-03-22
MANHATTAN,FASHION,10018,2015,5203258,2019-03-11
MANHATTAN,FASHION,10018,2015,3765000,2019-02-22
MANHATTAN,FASHION,10018,2015,3955901,2019-04-17
MANHATTAN,FASHION,10018,2015,4850000,2019-05-29
MANHATTAN,FASHION,10018,2015,3895000,2019-05-08
MANHATTAN,FASHION,10018,2015,5508733,2019-07-15
MANHATTAN,FASHION,10018,2015,3972500,2019-07-02
MANHATTAN,FASHION,10018,2015,8500000,2019-09-30
MANHATTAN,FASHION,10018,2015,5995000,2019-11-05
MANHATTAN,FASHION,10001,1920,929000,2019-08-15
MANHATTAN,FINANCIAL,10004,1930,690000,2019-12-16
MANHATTAN,FINANCIAL,10004,1930,1650000,2019-06-04
MANHATTAN,FINANCIAL,10004,1930,1650000,2019-06-04
